lon,lat,stage
115.225380,-21.030050,2.858748
115.223850,-21.035480,2.859435
115.226440,-21.058020,2.859982
115.225780,-21.053260,2.860114
115.226250,-21.059890,2.860744
115.224930,-21.047240,2.860784
115.227320,-21.071200,2.860844
115.226330,-21.057910,2.861081
115.223580,-21.033790,2.861886
115.223360,-21.034460,2.861932
115.223880,-21.032910,2.862140
115.224140,-21.037500,2.862252
115.227180,-21.071330,2.862378
115.224890,-21.051170,2.862764
115.223460,-21.033660,2.862960
115.220880,-21.021290,2.864139
115.225700,-21.058890,2.866461
115.225720,-21.055090,2.866544
115.223300,-21.036420,2.866736
115.225580,-21.059030,2.867506
115.220480,-21.022150,2.868935
115.223680,-21.039370,2.869046
115.223560,-21.038410,2.869509
115.223570,-21.038610,2.869615
115.231640,-21.096500,2.869625
115.223630,-21.039640,2.869731
115.223960,-21.045130,2.869793
115.226470,-21.072230,2.870361
115.226280,-21.070090,2.870473
115.224510,-21.052800,2.871253
115.225260,-21.056970,2.871565
115.225260,-21.056900,2.871577
115.223930,-21.049010,2.871803
115.224960,-21.062000,2.871804
115.223920,-21.048780,2.871822
115.224470,-21.052950,2.872138
115.222910,-21.037190,2.872187
115.219560,-21.021000,2.872524
115.221940,-21.034120,2.872617
115.223570,-21.043320,2.872664
115.223500,-21.043430,2.873455
115.222820,-21.037440,2.873637
115.223060,-21.040340,2.876048
115.231340,-21.110480,2.877003
115.223290,-21.047010,2.877275
115.224490,-21.059720,2.877320
115.219340,-21.021740,2.877391
115.223410,-21.051080,2.877963
115.224380,-21.059800,2.878305
115.223200,-21.047200,2.878347
115.224410,-21.058740,2.878612
115.225960,-21.076760,2.879343
115.231060,-21.110570,2.879820
115.224480,-21.064270,2.879836
115.224080,-21.054910,2.880227
115.224180,-21.056670,2.880562
115.224010,-21.060620,2.881313
115.223940,-21.054940,2.881402
115.222820,-21.044970,2.881406
115.221890,-21.038160,2.883677
115.221460,-21.036940,2.884205
115.221530,-21.037230,2.884361
115.220760,-21.034970,2.885107
115.224590,-21.067930,2.885405
115.222270,-21.043030,2.885885
115.222300,-21.043900,2.886123
115.229240,-21.096080,2.886572
115.218240,-21.006520,2.887123
115.222050,-21.046760,2.887679
115.220540,-21.003200,2.887994
115.228930,-21.096040,2.888222
115.224780,-21.074750,2.889370
115.223330,-21.064000,2.889687
115.223150,-21.059370,2.890036
115.221340,-21.038840,2.890289
115.222980,-21.056660,2.890466
115.222760,-21.054630,2.890850
115.222920,-21.056520,2.890895
115.222980,-21.058420,2.891288
115.217180,-21.020140,2.891290
115.223100,-21.064040,2.891825
115.222620,-21.054670,2.892033
115.221590,-21.044690,2.892968
115.228000,-21.095890,2.893063
115.222170,-21.052390,2.893194
115.221450,-21.045610,2.893452
115.220020,-21.035700,2.893512
115.222170,-21.052550,2.893568
115.221400,-21.045680,2.893840
115.217410,-21.021450,2.894165
115.220260,-21.036750,2.894196
115.216820,-21.020210,2.894893
115.223950,-21.071810,2.895180
115.222520,-21.060280,2.895431
115.216440,-21.019020,2.895989
115.223820,-21.071820,2.896468
115.222320,-21.061480,2.896646
115.223520,-21.068710,2.896923
115.216000,-21.007060,2.897220
115.223460,-21.068840,2.897619
115.229250,-21.112560,2.897739
115.215900,-21.007210,2.897907
115.221860,-21.054370,2.898036
115.219180,-21.034750,2.898341
115.220760,-21.046530,2.898872
115.219850,-21.002050,2.899101
115.218980,-21.002850,2.899384
115.221750,-21.056260,2.900414
115.221790,-21.058180,2.901002
115.218880,-21.002670,2.901075
115.226500,-21.095960,2.901639
115.216000,-21.008410,2.902155
115.221630,-21.058360,2.902407
115.220590,-21.043610,2.902781
115.221010,-21.052200,2.903224
115.226500,-21.097660,2.905195
115.220230,-21.044410,2.905326
115.218470,-21.035420,2.905397
115.221240,-21.059320,2.906076
115.222830,-21.071680,2.906107
115.219920,-21.000850,2.906127
115.219740,-21.000980,2.906277
115.221660,-21.064920,2.906373
115.221190,-21.059220,2.906442
115.222750,-21.071690,2.906903
115.219600,-21.039440,2.907095
115.219880,-21.045240,2.907757
115.221130,-21.061060,2.907758
115.222960,-21.076370,2.908598
115.220550,-21.054120,2.908602
115.215530,-21.020730,2.908834
115.220940,-21.059960,2.908852
115.222360,-21.069460,2.908952
115.220930,-21.060140,2.909019
115.227710,-21.115620,2.909105
115.214630,-21.007660,2.909693
115.220590,-21.056080,2.909852
115.219500,-21.046270,2.910290
115.220650,-21.058090,2.910373
115.215350,-21.020860,2.910999
115.217770,-21.036220,2.911075
115.217610,-21.002240,2.911232
115.214620,-21.008720,2.912019
115.220300,-21.056120,2.912267
115.222170,-21.072400,2.913187
115.227310,-21.114890,2.913661
115.222020,-21.071400,2.913861
115.222170,-21.074350,2.914755
115.221990,-21.072510,2.915047
115.226760,-21.120410,2.915335
115.219130,-21.044130,2.915366
115.219240,-21.042500,2.915740
115.221970,-21.073220,2.915816
115.221870,-21.073290,2.916857
115.220010,-21.061110,2.917068
115.217570,-21.001280,2.917324
115.223410,-21.095610,2.918081
115.219180,-21.053970,2.919741
115.219560,-21.058900,2.919752
115.219510,-21.059750,2.920561
115.219330,-21.057830,2.921150
115.219330,-21.058010,2.921235
115.219180,-21.055930,2.921333
115.214120,-21.018430,2.921371
115.214040,-21.019400,2.921669
115.226140,-21.108520,2.921722
115.226660,-21.112250,2.922817
115.226190,-21.115540,2.922943
115.223200,-21.097410,2.923273
115.226100,-21.115710,2.923506
115.219220,-21.061780,2.923904
115.218410,-21.051730,2.924274
115.217520,-21.000160,2.924450
115.218010,-21.045070,2.924571
115.226140,-21.110060,2.924604
115.221830,-21.089790,2.925065
115.221170,-21.074940,2.925078
115.226010,-21.110140,2.925686
115.218910,-21.060760,2.925987
115.213580,-21.020410,2.926374
115.218930,-21.061890,2.926445
115.217870,-21.044060,2.926995
115.225970,-21.111040,2.927493
115.213060,-21.009150,2.927689
115.219760,-21.066390,2.927728
115.225840,-21.113410,2.927991
115.226410,-21.128960,2.928068
115.220460,-21.071180,2.929050
115.224980,-21.118460,2.929677
115.217770,-21.053650,2.931100
115.224760,-21.118550,2.931260
115.220620,-21.075990,2.931340
115.217750,-21.053880,2.931445
115.218050,-21.057620,2.931622
115.226510,-21.131770,2.932080
115.218080,-21.059630,2.932312
115.220260,-21.072880,2.932386
115.218060,-21.059690,2.932506
115.213860,-21.003050,2.932663
115.220170,-21.072320,2.932823
115.225020,-21.114710,2.932831
115.213680,-21.003400,2.932926
115.224550,-21.108360,2.933063
115.217920,-21.058740,2.933218
115.224960,-21.114750,2.933237
115.217020,-20.999200,2.933270
115.216480,-20.999720,2.933303
115.217890,-21.058580,2.933391
115.224850,-21.110110,2.933869
115.220830,-21.090690,2.933911
115.217210,-21.051470,2.933916
115.224960,-21.113820,2.934100
115.221810,-21.099220,2.934359
115.224980,-21.112800,2.934848
115.224400,-21.117460,2.934852
115.212480,-21.010030,2.935031
115.224480,-21.116390,2.935255
115.212800,-21.021440,2.935363
115.224840,-21.112860,2.935837
115.217820,-21.061520,2.936167
115.212650,-21.019050,2.936297
115.212600,-21.019170,2.936728
115.224290,-21.115410,2.937565
115.224480,-21.110940,2.937640
115.225670,-21.133780,2.938619
115.220330,-21.096950,2.939039
115.217390,-21.060670,2.939166
115.220230,-21.094300,2.939229
115.217360,-21.060580,2.939340
115.224240,-21.111890,2.939706
115.219720,-21.075800,2.940051
115.223100,-21.106430,2.940103
115.216470,-21.044610,2.940226
115.219620,-21.074860,2.940281
115.223260,-21.125420,2.940654
115.223000,-21.106470,2.940878
115.223280,-21.108260,2.941892
115.223640,-21.128050,2.942363
115.219450,-21.075830,2.942701
115.223580,-21.110050,2.942765
115.216280,-21.053360,2.943152
115.223750,-21.112870,2.943375
115.223540,-21.114760,2.943699
115.218170,-21.066910,2.943985
115.223060,-21.117400,2.944789
115.223410,-21.111030,2.944840
115.211800,-21.021060,2.944854
115.216490,-21.058350,2.944932
115.216410,-21.057380,2.945051
115.222990,-21.117460,2.945250
115.218030,-21.067050,2.945618
115.223240,-21.111040,2.945971
115.211790,-21.022160,2.946475
115.211640,-21.021100,2.946545
115.214730,-20.999250,2.946567
115.218870,-21.073880,2.946800
115.222580,-21.126090,2.947450
115.213760,-21.000050,2.947480
115.211070,-21.009700,2.947681
115.213850,-20.999910,2.947799
115.211010,-21.009580,2.947997
115.219790,-21.098910,2.948026
115.216470,-21.061450,2.948619
115.222440,-21.126280,2.948829
115.212720,-21.001790,2.948878
115.219240,-21.095930,2.948946
115.222830,-21.111940,2.949076
115.222630,-21.109810,2.949077
115.211330,-21.018730,2.949472
115.219080,-21.096100,2.950335
115.222010,-21.108030,2.950503
115.223270,-21.131760,2.950520
115.221610,-21.106450,2.950690
115.212450,-21.001960,2.950759
115.219340,-21.087780,2.951352
115.215230,-21.053350,2.951799
115.215180,-21.053440,2.952282
115.211450,-21.003530,2.953899
115.215090,-21.054970,2.954228
115.215270,-21.057040,2.954557
115.218550,-21.096840,2.954853
115.222760,-21.133750,2.954934
115.221890,-21.112830,2.955690
115.221670,-21.127880,2.956125
115.216580,-21.065890,2.956363
115.215330,-21.059020,2.956363
115.215270,-21.059230,2.957166
115.222040,-21.131560,2.957201
115.213160,-20.999040,2.957266
115.211820,-21.001560,2.957931
115.218160,-21.097820,2.957973
115.212940,-20.999100,2.958217
115.210540,-21.021750,2.958338
115.210490,-21.020710,2.958420
115.218250,-21.086810,2.958581
115.218340,-21.087620,2.958724
115.218190,-21.095070,2.958980
115.220980,-21.108880,2.959223
115.214880,-21.058050,2.959407
115.211510,-21.001810,2.959985
115.216580,-21.067720,2.960684
115.216210,-21.066630,2.961551
115.214000,-21.052900,2.961583
115.217700,-21.085730,2.961629
115.214980,-21.060970,2.961890
115.214310,-21.056810,2.962676
115.209360,-21.009240,2.962897
115.214900,-21.061310,2.963029
115.213980,-21.054770,2.963218
115.221070,-21.126100,2.963344
115.220590,-21.110790,2.963435
115.216440,-21.068620,2.964034
115.211900,-20.999330,2.964290
115.209860,-21.019390,2.964463
115.220470,-21.111810,2.964668
115.221150,-21.133670,2.964740
115.220510,-21.116160,2.964745
115.214390,-21.059840,2.966048
115.211680,-20.999360,2.966144
115.217300,-21.096720,2.966377
115.220200,-21.111800,2.966454
115.220130,-21.120780,2.966519
115.216640,-20.994080,2.966785
115.217370,-21.088450,2.966875
115.214310,-21.059990,2.966965
115.217080,-21.086570,2.967153
115.216980,-21.087410,2.968758
115.213960,-21.058820,2.968797
115.219630,-21.108990,2.968858
115.219600,-21.108840,2.968912
115.219960,-21.114280,2.969108
115.220330,-21.124490,2.969125
115.216820,-21.086590,2.969133
115.216920,-21.087470,2.969271
115.216400,-21.083670,2.969389
115.216020,-21.069580,2.969465
115.219290,-21.107880,2.969520
115.216570,-21.085690,2.970103
115.216980,-21.094950,2.970138
115.220010,-21.132450,2.970588
115.216480,-21.085660,2.970751
115.212860,-21.052720,2.970838
115.219440,-21.110540,2.970953
115.219730,-21.115230,2.971005
115.220470,-21.135410,2.971124
115.219680,-21.115220,2.971342
115.210780,-21.000280,2.971497
115.215330,-21.067440,2.971568
115.215740,-21.069520,2.971786
115.212900,-21.054460,2.972032
115.216760,-21.094910,2.972175
115.219400,-21.117070,2.972202
115.213810,-21.060830,2.972587
115.214940,-21.066350,2.972699
115.215680,-21.077260,2.972796
115.215070,-20.994600,2.973014
115.215540,-21.073300,2.973155
115.216610,-21.089160,2.973321
115.215730,-21.070460,2.973340
115.214910,-21.066530,2.973404
115.219190,-21.112440,2.973425
115.212740,-21.054690,2.973694
115.216530,-21.089090,2.973853
115.213680,-21.061060,2.974063
115.219020,-21.111540,2.974166
115.213150,-21.057760,2.974310
115.208950,-21.020190,2.974321
115.215470,-21.077200,2.974407
115.212900,-21.056630,2.974759
115.216620,-21.091240,2.974919
115.207990,-21.008810,2.975160
115.208780,-21.004910,2.975327
115.208900,-21.021360,2.975333
115.213310,-21.059560,2.975673
115.215250,-21.073340,2.975749
115.216120,-21.088150,2.975988
115.216500,-21.091300,2.975999
115.215440,-20.993840,2.976461
115.218920,-21.115930,2.976566
115.218660,-21.113240,2.977282
115.218650,-21.113460,2.977442
115.216120,-21.090150,2.978017
115.209460,-21.002040,2.978054
115.214910,-21.074280,2.978365
115.220700,-21.144590,2.978389
115.217480,-21.105830,2.978838
115.215480,-21.086300,2.978930
115.215340,-21.085410,2.979087
115.215580,-21.087240,2.979135
115.217840,-21.107710,2.979503
115.218440,-21.115140,2.979555
115.214930,-21.081700,2.979779
115.218080,-21.110340,2.979885
115.218020,-21.109500,2.979922
115.218370,-21.115030,2.979972
115.214630,-21.075960,2.980636
115.207590,-21.009790,2.980807
115.218170,-21.114280,2.980977
115.214930,-21.084320,2.980986
115.217370,-21.106880,2.981407
115.214140,-21.067280,2.981672
115.214450,-21.076130,2.982069
115.214470,-21.076980,2.982104
115.217970,-21.114320,2.982250
115.215640,-21.094700,2.982527
115.213870,-20.994270,2.982646
115.217770,-21.112430,2.982833
115.214400,-21.069210,2.982852
115.217700,-21.111480,2.982893
115.217470,-21.108580,2.983098
115.215500,-21.095690,2.983372
115.214550,-21.070240,2.983386
115.217570,-21.111570,2.983716
115.215390,-21.091050,2.983923
115.212530,-21.060550,2.984031
115.219060,-21.126040,2.984109
115.214230,-21.078030,2.984231
115.207930,-21.018970,2.984488
115.218780,-21.124180,2.984657
115.215240,-21.091010,2.984810
115.210040,-20.998080,2.985210
115.217400,-21.115940,2.985834
115.214670,-21.088030,2.985872
115.214280,-21.072000,2.985949
115.215140,-21.092820,2.986169
115.215130,-21.092790,2.986229
115.212290,-21.060660,2.986324
115.214580,-21.088060,2.986448
115.216840,-21.109360,2.986720
115.216760,-21.109460,2.987123
115.213250,-21.066070,2.987236
115.217030,-21.114860,2.987285
115.214310,-21.087090,2.987312
115.211600,-21.057480,2.987468
115.216240,-20.990680,2.987473
115.214670,-21.090000,2.987482
115.209540,-20.998780,2.987588
115.209560,-20.998670,2.987751
115.209500,-20.998810,2.987861
115.216090,-21.105690,2.987905
115.214210,-21.087120,2.987950
115.218250,-21.122560,2.988042
115.214430,-21.088930,2.988080
115.213750,-21.078540,2.988084
115.213740,-21.083110,2.988092
115.216790,-21.114010,2.988191
115.214800,-21.093610,2.988264
115.212240,-21.061780,2.988272
115.216050,-21.105900,2.988357
115.213880,-21.085290,2.988479
115.216340,-21.107590,2.988654
115.216370,-21.107780,2.988660
115.213120,-21.066260,2.988701
115.214040,-21.071030,2.988814
115.213680,-21.084270,2.988891
115.216390,-21.111620,2.989441
115.213550,-21.078690,2.989531
115.213700,-21.085310,2.989599
115.211150,-21.056310,2.989610
115.214570,-21.093700,2.989664
115.213480,-21.083130,2.989734
115.215970,-21.106780,2.989780
115.207480,-21.020840,2.989979
115.213500,-21.084260,2.990001
115.213710,-21.086060,2.990151
115.215880,-21.106690,2.990162
115.213730,-21.072930,2.990446
115.213400,-21.079620,2.990526
115.214310,-21.091800,2.990921
115.214190,-21.090840,2.991103
115.215990,-21.112270,2.991499
115.213210,-21.079700,2.991699
115.207240,-21.019760,2.992040
115.213370,-21.074800,2.992414
115.207740,-21.002620,2.992586
115.213230,-21.075770,2.992991
115.213100,-21.076760,2.993365
115.217570,-21.121380,2.993530
115.215370,-21.109220,2.993612
115.207700,-21.002420,2.993641
115.218450,-21.147950,2.993971
115.212790,-21.081350,2.994143
115.212640,-21.067000,2.994180
115.213810,-21.092550,2.994209
115.212630,-21.067140,2.994516
115.213420,-21.089750,2.994947
115.212650,-21.081460,2.995002
115.217420,-21.121510,2.995228
115.213630,-21.092630,2.995294
115.217960,-21.127760,2.995319
115.211160,-21.060130,2.995413
115.208120,-21.000490,2.995432
115.215260,-21.114910,2.995719
115.214980,-21.110340,2.995748
115.210580,-20.995280,2.995774
115.215180,-21.114030,2.995785
115.212910,-21.086970,2.995804
115.214950,-21.110180,2.995847
115.213000,-21.087700,2.995849
115.212550,-21.077750,2.996203
115.212660,-21.086050,2.996586
115.212430,-21.084100,2.996722
115.212960,-21.069990,2.996727
115.212490,-21.085120,2.996872
115.212360,-21.080300,2.996920
115.212350,-21.078440,2.997170
115.212160,-21.080410,2.998152
115.212240,-21.085170,2.998448
115.211240,-20.994380,2.998559
115.212290,-21.067900,2.998817
115.212630,-21.088560,2.998822
115.211520,-21.064160,2.998836
115.212900,-21.090760,2.998848
115.205710,-21.010190,2.998882
115.214250,-21.109210,2.998900
115.217160,-21.122370,2.999001
115.212850,-21.090690,2.999114
115.211990,-21.082980,2.999193
115.210200,-21.057220,2.999342
115.212690,-21.073860,2.999589
115.211920,-21.083090,2.999675
115.206870,-21.003190,2.999972
115.205500,-21.009100,2.999972
115.206370,-21.017640,3.000262
115.213930,-21.106490,3.000418
115.212580,-21.073830,3.000655
115.212750,-21.094430,3.000738
115.213620,-21.105540,3.001013
115.210290,-21.059120,3.001483
115.212400,-21.074730,3.001665
115.209030,-20.995870,3.001739
115.212240,-21.089580,3.002049
115.209040,-20.995780,3.002058
115.206190,-21.017820,3.002263
115.209300,-21.053670,3.002388
115.211670,-21.066930,3.002466
115.211870,-21.087660,3.002749
115.212420,-21.070830,3.002905
115.211710,-21.086730,3.002971
115.212070,-21.089510,3.003035
115.211880,-21.076630,3.003067
115.209570,-21.056080,3.003107
115.212310,-21.092480,3.003122
115.212270,-21.092300,3.003280
115.211300,-21.080110,3.003526
115.211660,-21.087680,3.004055
115.210100,-21.059940,3.004414
115.212240,-21.072770,3.004698
115.211090,-21.079290,3.004913
115.213890,-21.115630,3.004953
115.211850,-21.090530,3.004992
115.211390,-21.066990,3.005001
115.210410,-21.062840,3.005130
115.211080,-21.083980,3.005316
115.215890,-21.121280,3.005524
115.211040,-21.083930,3.005557
115.211770,-21.075730,3.005579
115.211770,-21.075690,3.005655
115.211900,-21.069890,3.005740
115.209400,-20.994820,3.006106
115.209950,-21.060290,3.006269
115.216680,-21.124280,3.006301
115.210930,-21.084920,3.006561
115.215770,-21.121490,3.006666
115.209340,-20.994780,3.006973
115.210920,-21.085810,3.007066
115.211400,-21.089440,3.007079
115.216310,-21.149670,3.007184
115.206950,-21.000310,3.008220
115.211640,-20.993380,3.008337
115.210730,-21.078240,3.008474
115.215510,-21.131270,3.008735
115.210660,-21.078360,3.008762
115.210900,-21.077410,3.008795
115.212200,-21.107250,3.009024
115.215640,-21.122330,3.009175
115.212070,-21.105430,3.009221
115.210410,-21.082790,3.009237
115.210930,-21.088610,3.009294
115.209710,-21.061310,3.009537
115.210310,-21.081880,3.009603
115.211640,-21.073610,3.009718
115.210290,-21.081980,3.009758
115.210740,-21.077520,3.009763
115.212090,-21.112000,3.009811
115.210270,-21.081190,3.009817
115.211590,-21.073740,3.010055
115.210230,-21.080010,3.010185
115.211070,-21.092360,3.010445
115.208840,-21.057000,3.010926
115.210050,-21.080060,3.011298
115.208770,-21.056870,3.011340
115.210750,-21.090380,3.011469
115.216290,-21.127700,3.011672
115.208220,-21.053360,3.011926
115.210280,-21.087480,3.012359
115.210560,-21.090370,3.012595
115.209880,-21.083670,3.012893
115.210970,-21.069590,3.013270
115.210910,-21.074570,3.014095
115.213870,-21.133240,3.014235
115.208920,-21.059750,3.014330
115.207540,-20.996380,3.014421
115.208770,-21.058880,3.014440
115.211090,-21.105510,3.014492
115.205290,-21.021630,3.014607
115.210100,-21.089160,3.014771
115.213170,-21.137540,3.014873
115.211020,-21.105550,3.014886
115.210320,-21.076440,3.014894
115.209610,-21.084690,3.014931
115.210440,-21.068500,3.014992
115.210770,-21.074630,3.015011
115.209980,-21.067380,3.015037
115.208710,-21.058930,3.015043
115.215200,-21.124040,3.015313
115.209550,-21.084820,3.015354
115.209490,-21.079120,3.015925
115.210150,-21.076530,3.015974
115.213070,-21.138460,3.015984
115.208050,-21.055850,3.016080
115.210070,-21.092210,3.016328
115.210370,-21.075410,3.016475
115.209400,-21.085660,3.016568
115.209680,-21.088370,3.016768
115.214950,-21.124070,3.016845
115.209310,-21.079200,3.017097
115.214210,-21.122110,3.017129
115.210260,-21.075490,3.017133
115.210670,-21.070520,3.017275
115.209580,-21.088340,3.017357
115.204580,-21.005950,3.017613
115.208620,-21.065530,3.018095
115.204510,-21.006000,3.018243
115.209160,-21.086460,3.018428
115.214250,-21.123060,3.018867
115.209820,-21.103290,3.018902
115.215120,-21.125790,3.018935
115.208050,-21.057800,3.019081
115.213890,-21.122210,3.019219
115.208750,-21.081620,3.019493
115.212110,-21.133910,3.019653
115.208760,-21.082500,3.019698
115.208790,-21.079840,3.019730
115.209350,-21.090390,3.019802
115.211950,-21.135760,3.020064
115.205710,-21.000650,3.020224
115.209920,-21.105550,3.020239
115.215360,-21.156670,3.020506
115.205950,-20.999720,3.020632
115.212650,-21.131160,3.020778
115.209680,-21.069520,3.020861
115.208990,-21.078180,3.021379
115.210170,-21.073450,3.021510
115.209610,-21.069680,3.021535
115.210380,-21.071630,3.021633
115.210360,-21.072610,3.021806
115.208420,-21.083520,3.022181
115.211650,-21.137260,3.022185
115.210310,-21.072510,3.022253
115.209070,-21.077040,3.022749
115.208370,-21.085410,3.023077
115.208640,-21.089120,3.023462
115.211360,-21.137350,3.023676
115.213270,-21.127450,3.023713
115.204390,-21.019060,3.023769
115.209490,-21.070510,3.023812
115.208160,-21.083540,3.023850
115.213520,-21.125800,3.024012
115.213520,-21.125740,3.024036
115.213620,-21.124800,3.024117
115.208160,-21.084550,3.024158
115.212670,-21.121160,3.024216
115.207250,-21.056580,3.024219
115.208410,-21.088050,3.024280
115.206140,-20.997880,3.024445
115.213250,-21.126640,3.024489
115.209410,-21.074380,3.024717
115.208050,-21.084430,3.024825
115.208860,-21.076310,3.025102
115.211120,-21.131170,3.025554
115.213210,-21.123900,3.025679
115.207610,-21.062380,3.025696
115.210940,-21.133140,3.025715
115.207780,-21.067250,3.025770
115.207570,-21.063340,3.025799
115.207700,-21.080560,3.025884
115.209000,-21.075160,3.025893
115.211190,-21.139430,3.025911
