lon,lat,stage
115.207710,-21.067180,3.025979
115.208730,-21.105510,3.026007
115.207580,-21.080710,3.026537
115.212540,-21.121950,3.026621
115.207380,-21.061080,3.026739
115.208440,-21.110960,3.026871
115.207520,-21.081470,3.027118
115.203610,-21.006480,3.027671
115.209110,-21.073290,3.027817
115.207690,-21.087110,3.027984
115.211710,-21.120370,3.028224
115.207160,-21.061340,3.028529
115.211960,-21.125580,3.028841
115.209060,-21.072290,3.028934
115.213060,-20.990940,3.029096
115.206520,-21.055700,3.029263
115.207190,-21.079690,3.029607
115.207090,-21.082260,3.029956
115.213040,-20.990880,3.029989
115.208820,-21.071500,3.030035
115.207520,-21.077940,3.030176
115.210550,-21.142890,3.030331
115.204440,-21.001660,3.030424
115.207450,-21.088990,3.030484
115.211110,-21.127390,3.030537
115.210110,-21.138670,3.030729
115.207150,-21.078850,3.030957
115.207100,-21.085280,3.031046
115.206820,-21.080490,3.031203
115.208290,-21.074070,3.031215
115.206860,-21.082310,3.031331
115.207770,-21.076000,3.031435
115.204400,-21.001430,3.031573
115.208020,-21.070320,3.031644
115.211260,-21.123870,3.031666
115.211260,-21.123780,3.031702
115.208000,-21.070370,3.031893
115.207040,-21.068280,3.031931
115.207200,-21.089010,3.031952
115.207440,-21.069200,3.032046
115.211390,-21.121880,3.032085
115.207630,-21.076080,3.032087
115.206840,-21.085260,3.032582
115.207370,-21.110690,3.032751
115.206520,-21.080540,3.033028
115.206680,-21.084300,3.033156
115.206620,-21.083380,3.033157
115.211020,-21.121900,3.033200
115.208120,-21.072990,3.033234
115.207620,-21.075030,3.033557
115.210920,-21.120910,3.033641
115.207130,-21.076840,3.033775
115.206740,-21.087010,3.033843
115.206360,-21.081440,3.033972
115.207160,-21.069330,3.034016
115.206250,-21.059210,3.034019
115.206420,-21.063150,3.034266
115.207110,-21.110760,3.034341
115.210150,-21.125390,3.034416
115.206570,-21.086120,3.034504
115.210110,-21.125470,3.034505
115.207130,-21.111630,3.034583
115.210650,-21.121060,3.034667
115.210450,-21.120030,3.034902
115.206150,-21.081410,3.035220
115.203510,-21.021710,3.035346
115.206240,-21.063250,3.035553
115.205620,-21.053040,3.035704
115.204450,-21.036970,3.035734
115.206260,-21.086120,3.036331
115.210140,-21.120100,3.036397
115.206160,-21.078640,3.036613
115.207420,-21.070930,3.036725
115.209560,-21.123810,3.036854
115.209770,-21.121920,3.036993
115.209910,-21.120750,3.037042
115.206250,-21.077830,3.037216
115.208520,-21.136540,3.037266
115.207350,-21.071980,3.037522
115.207110,-21.073970,3.037674
115.207260,-21.072030,3.037942
115.205720,-21.079580,3.038093
115.205650,-21.079470,3.038541
115.206440,-20.994780,3.038545
115.206190,-21.068920,3.038563
115.206350,-20.994940,3.038671
115.205670,-21.060040,3.038826
115.205570,-21.080360,3.038858
115.204430,-20.999120,3.038988
115.206930,-21.072860,3.039169
115.204350,-20.999270,3.039299
115.205600,-21.084140,3.039460
115.206270,-21.075720,3.039953
115.205120,-21.055240,3.040269
115.205210,-21.081270,3.040918
115.206290,-21.074730,3.041164
115.205890,-21.109620,3.041344
115.208210,-21.125270,3.041437
115.205390,-21.086880,3.041678
115.205170,-21.078360,3.042362
115.218290,-21.208190,3.042523
115.205200,-21.087710,3.042611
115.210650,-21.155800,3.042648
115.208340,-21.121700,3.042792
115.204930,-21.083090,3.043006
115.205080,-21.085910,3.043205
115.211460,-21.162360,3.043206
115.205160,-21.063900,3.043264
115.204950,-21.078580,3.043275
115.208290,-21.120830,3.043477
115.208160,-21.121870,3.043482
115.204560,-21.052840,3.043606
115.205890,-21.074050,3.043726
115.205000,-21.087650,3.043753
115.205530,-21.075740,3.043942
115.206560,-21.115080,3.044209
115.207780,-21.123470,3.044271
115.207750,-21.123600,3.044332
115.205720,-21.072890,3.045125
115.204880,-21.077460,3.045150
115.204610,-21.083930,3.045215
115.205250,-21.075750,3.045448
115.205780,-21.071560,3.045472
115.205020,-21.076530,3.045644
115.204450,-21.079200,3.045877
115.205730,-21.070680,3.045886
115.205010,-21.108430,3.046306
115.205670,-21.070860,3.046311
115.204630,-21.077570,3.046358
115.204410,-21.083920,3.046390
115.204320,-21.080400,3.046487
115.204110,-20.998520,3.047017
115.204860,-21.108560,3.047242
115.205190,-21.113300,3.047322
115.204310,-21.084900,3.047356
115.206860,-21.130880,3.047586
115.211800,-21.169510,3.048504
115.204800,-21.074740,3.048770
115.206970,-21.120690,3.049252
115.203210,-21.037810,3.049333
115.203180,-21.037890,3.049607
115.201500,-21.011330,3.049638
115.211940,-20.982480,3.049992
115.204080,-21.065620,3.050328
115.206680,-21.120800,3.050446
115.202420,-21.032040,3.050511
115.206530,-21.121730,3.050633
115.206100,-21.125180,3.050644
115.206040,-21.125090,3.050953
115.204420,-21.111410,3.051007
115.203930,-21.065730,3.051306
115.206230,-21.122500,3.051521
115.204310,-21.069730,3.051625
115.203400,-21.081950,3.051869
115.203390,-21.082890,3.052006
115.203380,-21.081800,3.052014
115.206100,-21.122520,3.052075
115.204040,-21.075600,3.052104
115.211840,-20.989780,3.052205
115.205920,-21.123450,3.052356
115.206010,-21.130000,3.052739
115.203440,-21.077540,3.052862
115.204330,-21.070340,3.052938
115.204260,-21.071600,3.052954
115.203350,-21.077430,3.053493
115.203680,-21.064650,3.053728
115.201670,-21.017290,3.053913
115.204050,-21.071530,3.054024
115.203580,-21.106590,3.054394
115.205300,-21.124190,3.054650
115.201610,-21.017450,3.054717
115.202940,-21.088540,3.055192
115.202970,-21.084830,3.055226
115.205080,-21.124220,3.055588
115.204920,-21.125030,3.055901
115.202800,-21.079160,3.055961
115.203280,-21.052690,3.056025
115.205230,-21.121620,3.056297
115.202730,-21.079310,3.056366
115.205190,-21.121790,3.056395
115.205320,-21.120400,3.056417
115.203070,-21.066370,3.056907
115.202960,-21.067390,3.057036
115.202640,-21.078200,3.057086
115.204630,-21.125060,3.057221
115.204960,-21.132810,3.057737
115.203120,-21.109360,3.058021
115.204930,-21.130660,3.058650
115.202580,-21.068330,3.059099
115.204590,-20.995580,3.059450
115.202950,-21.063440,3.059536
115.204480,-21.128290,3.059802
115.202100,-21.079860,3.060129
115.207680,-21.161170,3.060572
115.204430,-21.119490,3.060593
115.204330,-21.134640,3.060686
115.212600,-21.211360,3.060776
115.202320,-21.075150,3.060809
115.202050,-21.085560,3.060849
115.204140,-21.121430,3.061029
115.201950,-21.079950,3.061032
115.202360,-21.074270,3.061038
115.203960,-21.126060,3.061081
115.203940,-21.123150,3.061113
115.204540,-20.995380,3.061469
115.203830,-21.123080,3.061627
115.201830,-21.080770,3.061639
115.201730,-21.082750,3.061947
115.203990,-21.118660,3.062815
115.211030,-21.213120,3.063217
115.207330,-21.163100,3.063681
115.201540,-21.077930,3.063857
115.201360,-21.083760,3.064305
115.201540,-21.076110,3.064389
115.203620,-21.118670,3.064391
115.201380,-21.078060,3.064823
115.203730,-21.132510,3.064852
115.207890,-21.213500,3.064894
115.201430,-21.075960,3.065139
115.201760,-21.107280,3.065510
115.203570,-21.130250,3.065510
115.202100,-21.112960,3.065844
115.211060,-21.186810,3.065902
115.203000,-21.121400,3.065908
115.202100,-21.113820,3.066227
115.200820,-21.022150,3.066699
115.201100,-21.076930,3.066923
115.208140,-21.217090,3.067178
115.202500,-21.122990,3.067385
115.202640,-21.121540,3.067387
115.200870,-21.079760,3.067664
115.201050,-21.074180,3.068023
115.200750,-21.084480,3.068177
115.202720,-21.118500,3.068304
115.200860,-21.077010,3.068434
115.206820,-21.215520,3.069232
115.200280,-21.016870,3.069487
115.200990,-21.106340,3.070167
115.200830,-21.043340,3.070745
115.200990,-21.040430,3.070758
115.201140,-21.111120,3.070878
115.210370,-21.188610,3.070959
115.205580,-21.205250,3.071761
115.202240,-21.129610,3.071779
115.201430,-21.124920,3.072703
115.205700,-21.164870,3.072810
115.206940,-20.991980,3.072925
115.201360,-21.121380,3.072988
115.201630,-21.118340,3.073023
115.199390,-21.032100,3.073029
115.201540,-21.119110,3.073089
115.202070,-21.130490,3.073149
115.200750,-21.040490,3.073266
115.199920,-21.078680,3.073853
115.201320,-21.119440,3.073891
115.209590,-20.989640,3.074139
115.199870,-21.078770,3.074147
115.209540,-20.989680,3.074461
115.201240,-21.118440,3.074647
115.201200,-21.117560,3.075181
115.200780,-21.122920,3.075236
115.205340,-21.209840,3.075433
115.204520,-21.215610,3.075442
115.200680,-21.123030,3.075671
115.205170,-21.224080,3.075721
115.199700,-21.076760,3.076023
115.199700,-21.076760,3.076023
115.191310,-21.261710,3.076435
115.199360,-21.081380,3.076774
115.200970,-21.130220,3.078327
115.199350,-21.069640,3.078994
115.208580,-20.990280,3.079197
115.204190,-21.163970,3.079261
115.198990,-21.080430,3.079317
115.199490,-21.007290,3.079787
115.202640,-20.996680,3.079915
115.202500,-21.204740,3.079938
115.199720,-21.122860,3.080188
115.200050,-21.117260,3.080254
115.199500,-21.022050,3.080292
115.201680,-21.225340,3.080467
115.208440,-20.990180,3.080731
115.200000,-21.041230,3.080778
115.199530,-21.124820,3.081114
115.199710,-21.119220,3.081243
115.199760,-21.126810,3.081428
115.199720,-21.118300,3.081452
115.208640,-20.987380,3.081598
115.199940,-21.128740,3.081925
115.199420,-21.120960,3.082111
115.199260,-21.121110,3.082815
115.207140,-20.991180,3.082854
115.205730,-21.186940,3.082964
115.207600,-21.188700,3.082982
115.199130,-21.020550,3.083205
115.198530,-21.076560,3.083650
115.200070,-21.133350,3.084193
115.198850,-21.022560,3.084220
115.202370,-21.215800,3.084261
115.198750,-21.022700,3.084714
115.199500,-21.130100,3.084805
115.199530,-21.130370,3.084853
115.204740,-21.188830,3.085283
115.203070,-21.164890,3.085295
115.198610,-21.115450,3.085751
115.204570,-21.193420,3.085889
115.191600,-21.247680,3.086010
115.198690,-21.126660,3.086102
115.199140,-21.006060,3.086211
115.198760,-21.117290,3.086266
115.198420,-21.122720,3.086280
115.199430,-21.132240,3.086414
115.199110,-21.135160,3.086739
115.198820,-21.136160,3.086953
115.198410,-21.126700,3.087378
115.198170,-21.023200,3.088089
115.202450,-20.995830,3.088174
115.202510,-21.192720,3.088424
115.198140,-21.119050,3.088629
115.201640,-20.997480,3.088752
115.198400,-21.021380,3.088950
115.198760,-21.134360,3.089034
115.197610,-21.114380,3.089357
115.197960,-21.119300,3.089400
115.198120,-21.018650,3.089604
115.197620,-21.124700,3.089616
115.197940,-21.137100,3.089763
115.197720,-21.121020,3.090011
115.199910,-21.000910,3.090033
115.200180,-21.214040,3.090230
115.197420,-21.124730,3.090524
115.197610,-21.071320,3.090542
115.201290,-21.193660,3.090947
115.197240,-21.223690,3.091025
115.198010,-21.130140,3.091369
115.198950,-21.042110,3.091386
115.200870,-20.998560,3.091591
115.197090,-21.235370,3.091599
115.198900,-21.041040,3.092547
115.201840,-20.996480,3.092572
115.197680,-21.019360,3.092678
115.197880,-21.132270,3.092869
115.196810,-21.070380,3.093012
115.197850,-21.132350,3.093030
115.197630,-21.019570,3.093051
115.202820,-21.175040,3.093080
115.196940,-21.138010,3.093120
115.202050,-21.188880,3.093185
115.196990,-21.126490,3.093573
115.196490,-21.139900,3.093683
115.206540,-20.988680,3.093790
115.196470,-21.114090,3.093973
115.197930,-21.143710,3.094129
115.196720,-21.122700,3.094201
115.191540,-21.244680,3.094373
115.198720,-21.041080,3.094431
115.206340,-20.989580,3.094455
115.196610,-21.122830,3.094677
115.206350,-20.988680,3.094965
115.190770,-21.237000,3.095223
115.196780,-21.118090,3.095388
115.199380,-21.204280,3.095402
115.197400,-21.021310,3.096260
115.196400,-21.071160,3.096421
115.196470,-21.119010,3.096555
115.196460,-21.128330,3.096997
115.196210,-21.120880,3.097175
115.196600,-21.072250,3.097176
115.202280,-21.186970,3.097310
115.196330,-21.128410,3.097574
115.196100,-21.121030,3.097647
115.195870,-21.124410,3.097685
115.193750,-21.216360,3.097874
115.196490,-21.072320,3.097913
115.196620,-21.132100,3.098029
115.191360,-21.242390,3.098047
115.195980,-21.116080,3.098105
115.197140,-21.021340,3.098212
115.190400,-21.233840,3.098248
115.196260,-21.129920,3.098544
115.200890,-21.188020,3.098795
115.196200,-21.130100,3.098874
115.196580,-21.203000,3.099112
115.196840,-21.020160,3.099154
115.195940,-21.117080,3.099287
115.196560,-21.016930,3.099713
115.194530,-21.223870,3.099737
115.196950,-21.203780,3.099825
115.196120,-21.133970,3.099967
115.196710,-21.020310,3.100276
115.195720,-21.136060,3.100366
115.195370,-21.126350,3.100628
115.194170,-21.202890,3.100718
115.197400,-21.039740,3.100729
115.193450,-21.222290,3.100808
115.202460,-21.184330,3.100917
115.198160,-21.004770,3.101007
115.195830,-21.134090,3.101083
115.197440,-21.039870,3.101188
115.195400,-21.128270,3.101376
115.193670,-21.203260,3.101426
115.197730,-21.007930,3.101835
115.190180,-21.231120,3.101856
115.193890,-21.205190,3.101997
115.193450,-21.203210,3.102051
115.198250,-21.193770,3.102155
115.195150,-21.128240,3.102401
115.201390,-21.186330,3.102431
115.193910,-21.202350,3.102597
115.201270,-21.186260,3.102699
115.190000,-21.224890,3.102893
115.195140,-21.118840,3.102914
115.197440,-21.184460,3.102929
115.194700,-21.069910,3.102968
115.195770,-21.142390,3.103046
115.196040,-21.185450,3.103060
115.195730,-21.186370,3.103088
115.199100,-21.182530,3.103274
115.194770,-21.115910,3.103420
115.200410,-21.186390,3.103750
115.194800,-21.120760,3.103896
115.194850,-21.206880,3.103904
115.198030,-21.186330,3.103967
115.195170,-21.071940,3.103972
115.200530,-21.169570,3.103991
115.197430,-21.187130,3.104065
115.200190,-21.186260,3.104093
115.199790,-21.184440,3.104127
115.197430,-21.042840,3.104166
115.194620,-21.122430,3.104202
115.199930,-21.184580,3.104208
115.195020,-21.080540,3.104288
115.199580,-21.174960,3.104309
115.194590,-21.116020,3.104346
115.192350,-21.103230,3.104352
115.195890,-21.143310,3.104423
115.197420,-21.042690,3.104638
115.199020,-21.187150,3.104836
115.175640,-21.256320,3.104916
115.194910,-21.131950,3.105067
115.194690,-21.129960,3.105086
115.194230,-21.115140,3.105097
115.195380,-21.142430,3.105272
115.191280,-21.205440,3.105330
115.197580,-21.006760,3.105451
115.190330,-21.206920,3.105544
115.194810,-21.132100,3.105550
115.194180,-21.124570,3.105608
115.194170,-21.124520,3.105670
115.197630,-21.188930,3.106051
115.200350,-20.997390,3.106129
115.194840,-21.208850,3.106268
115.193290,-21.208960,3.106466
115.195520,-21.143330,3.106494
115.194500,-21.134040,3.106499
115.192720,-21.089030,3.106513
115.194400,-21.189100,3.106705
115.178290,-21.249750,3.107255
115.177330,-21.250840,3.107401
115.194120,-21.070880,3.107456
115.196520,-21.190040,3.107464
115.184240,-21.240220,3.107633
115.194840,-21.076010,3.107663
115.193630,-21.190170,3.107821
115.192480,-21.109180,3.107912
115.194140,-21.117770,3.107932
115.191510,-21.210950,3.108099
115.194470,-21.186400,3.108298
115.193540,-21.126430,3.108555
115.193990,-21.117930,3.108629
115.190130,-21.210250,3.108679
115.193660,-21.120500,3.109384
115.194160,-21.027650,3.109722
115.192260,-21.192170,3.109962
115.192440,-21.112040,3.110108
115.194940,-21.193880,3.110317
115.197200,-21.177900,3.110572
115.193340,-21.129720,3.110588
115.194300,-21.076770,3.110616
115.194910,-21.192020,3.110628
115.193490,-21.119000,3.110681
115.193360,-21.131860,3.111468
115.201540,-20.994180,3.111789
115.192580,-21.138090,3.111830
115.199240,-20.998680,3.111995
115.196090,-21.040390,3.111995
115.194900,-21.183530,3.112029
115.192830,-21.128120,3.112054
115.188850,-21.207170,3.112071
115.193120,-21.134000,3.112113
115.192960,-21.129770,3.112190
115.187480,-21.209310,3.112205
115.193700,-21.079620,3.112347
115.192460,-21.137720,3.112662
115.193000,-21.070630,3.112684
115.177900,-21.239980,3.112740
115.194440,-21.143480,3.112744
115.181400,-21.238360,3.112764
115.177980,-21.239940,3.112823
115.181220,-21.241170,3.113134
115.192740,-21.122360,3.113144
115.190840,-21.203200,3.113167
115.194980,-21.020470,3.113225
115.195420,-21.181600,3.113235
115.193980,-21.074830,3.113530
115.190970,-21.195530,3.113543
115.193680,-21.185410,3.113714
115.189540,-21.216710,3.113777
115.181970,-21.230810,3.113800
115.192680,-21.116900,3.113885
115.180780,-21.240620,3.114249
115.195390,-21.043300,3.114306
115.189400,-21.216620,3.114333
115.199120,-20.998530,3.114552
115.193630,-21.075650,3.114933
115.194740,-21.020610,3.115148
115.192180,-21.124320,3.115368
115.190480,-21.198430,3.115511
115.186590,-21.199890,3.115514
115.191220,-21.112040,3.115639
115.191810,-21.189170,3.115671
115.183850,-21.227070,3.116024
115.174770,-21.251290,3.116115
115.193280,-21.076490,3.116326
115.168420,-21.261680,3.116522
115.188750,-21.205530,3.116554
115.171030,-21.255690,3.116652
115.171620,-21.247520,3.116657
115.192250,-21.118640,3.116675
115.192880,-21.072710,3.116855
115.181320,-21.229950,3.116946
115.190040,-21.201440,3.116954
115.193010,-21.077780,3.117042
115.194020,-21.017480,3.117087
115.191960,-21.131800,3.117259
115.187260,-21.216960,3.117495
115.191920,-21.120660,3.117577
115.192880,-21.077740,3.117755
115.182850,-21.217220,3.117768
115.185060,-21.217170,3.117799
115.191640,-21.129740,3.117809
115.189170,-21.203350,3.117827
115.189670,-21.201440,3.117867
115.189160,-21.203200,3.117950
115.185420,-21.201140,3.118090
115.191550,-21.126240,3.118167
115.189670,-21.192220,3.118267
115.191570,-21.133950,3.118422
115.192660,-21.078490,3.118507
115.191680,-21.179200,3.118589
115.191450,-21.128030,3.118678
115.192600,-21.078750,3.118681
115.184390,-21.201850,3.118685
115.191420,-21.126400,3.118798
115.188050,-21.201740,3.118834
115.196490,-21.007630,3.118867
115.191940,-21.187390,3.118970
115.192190,-21.186490,3.119020
115.191630,-21.070380,3.119175
115.196310,-21.010710,3.119268
115.185850,-21.201720,3.119309
115.196530,-21.006540,3.119469
115.191280,-21.128120,3.119501
115.193940,-21.148980,3.119900
115.196480,-21.006700,3.119953
115.178170,-21.233270,3.119967
115.193870,-21.043960,3.120043
115.187880,-21.204210,3.120058
115.183740,-21.200090,3.120071
115.191580,-21.187450,3.120081
115.187860,-21.203270,3.120207
115.193900,-21.043780,3.120241
115.192130,-21.141450,3.120250
115.192050,-21.080150,3.120445
115.192250,-21.073460,3.120606
115.172410,-21.243370,3.120610
115.191170,-21.122290,3.120762
115.178950,-21.231150,3.120821
115.197560,-21.001590,3.120858
115.192500,-21.156420,3.121316
115.185860,-21.205580,3.122140
115.191760,-21.185070,3.122228
115.192370,-21.155580,3.122358
115.192390,-21.158530,3.122417
115.182890,-21.200640,3.122429
115.181700,-21.221290,3.122468
115.191820,-21.079280,3.122475
115.190870,-21.083980,3.122550
115.190800,-21.139610,3.122564
115.180450,-21.220850,3.122622
115.190630,-21.129720,3.122667
115.190830,-21.117420,3.122792
115.191550,-21.173010,3.122928
115.168400,-21.247990,3.122951
115.191350,-21.081230,3.122974
115.190810,-21.117640,3.123103
115.193890,-21.042060,3.123430
115.192660,-21.152390,3.123504
115.191030,-21.082230,3.123625
115.180420,-21.223380,3.123660
115.190660,-21.120420,3.123691
115.180380,-21.229030,3.123700
115.189120,-21.189280,3.123710
115.180510,-21.228850,3.123866
115.190600,-21.185480,3.124004
115.190710,-21.118470,3.124028
115.190640,-21.184520,3.124087
115.191620,-21.078330,3.124125
115.189810,-21.135650,3.124159
115.190320,-21.131870,3.124212
115.190710,-21.083070,3.124436
115.190250,-21.131980,3.124554
115.191640,-21.077350,3.124566
115.192070,-21.028520,3.124754
115.179590,-21.219370,3.124864
115.188390,-21.190270,3.124891
115.192700,-21.147130,3.124907
115.173590,-21.230890,3.125106
115.192480,-21.147010,3.125106
115.175650,-21.227490,3.125233
115.190330,-21.120320,3.125317
115.189630,-21.137640,3.125332
115.189900,-21.115730,3.125378
115.189040,-21.187400,3.125386
115.180490,-21.226000,3.125558
115.190290,-21.070250,3.125745
115.189980,-21.126170,3.125755
115.180140,-21.226300,3.125871
115.192840,-21.024490,3.125977
115.182610,-21.207600,3.126240
115.177990,-21.221420,3.126242
115.176440,-21.223660,3.126382
115.175910,-21.231370,3.126539
115.173610,-21.229820,3.126544
115.188020,-21.179950,3.126546
115.177650,-21.229490,3.126587
115.179200,-21.227330,3.126659
115.181490,-21.202130,3.126711
115.176330,-21.223670,3.126736
115.191900,-21.161110,3.126846
115.189750,-21.127860,3.126892
115.176460,-21.229480,3.126907
115.180350,-21.204180,3.126910
115.174220,-21.227660,3.127000
115.174150,-21.227650,3.127135
115.189660,-21.116490,3.127251
115.188820,-21.178090,3.127491
115.189590,-21.116590,3.127679
115.191430,-21.170010,3.127724
115.187160,-21.190380,3.127789
115.189570,-21.129630,3.127789
115.190880,-21.143180,3.128098
115.189530,-21.084940,3.128125
115.180590,-21.209370,3.128160
115.191660,-21.164010,3.128318
115.188660,-21.135390,3.128336
115.173610,-21.228740,3.128345
115.189440,-21.085060,3.128378
115.185080,-21.189410,3.128384
115.189780,-21.139440,3.128670
115.176340,-21.209790,3.128722
115.171460,-21.231960,3.129016
115.180010,-21.203830,3.129104
115.171380,-21.231680,3.129128
115.188780,-21.133330,3.129169
115.185910,-21.192310,3.129183
115.191220,-21.166910,3.129267
115.184350,-21.190510,3.129334
115.189230,-21.129660,3.129432
115.189330,-21.117380,3.129675
115.178040,-21.206010,3.129761
115.179570,-21.192550,3.130206
115.189360,-21.118430,3.130309
115.166030,-21.247400,3.130328
115.180540,-21.201460,3.130389
115.179460,-21.192550,3.130559
115.175130,-21.223820,3.130576
115.189740,-21.141310,3.130593
115.188990,-21.131700,3.130596
115.180770,-21.192380,3.130793
115.189290,-21.083960,3.130796
115.189420,-21.139490,3.130965
115.190200,-21.079130,3.130988
115.183450,-21.192470,3.131073
115.187650,-21.088430,3.131119
115.178220,-21.217610,3.131123
115.187610,-21.088480,3.131237
115.192320,-21.019040,3.131325
115.189490,-21.145130,3.131552
115.180780,-21.198160,3.131705
115.188740,-21.126110,3.131747
115.188990,-21.120300,3.131812
115.180700,-21.198120,3.131875
115.182220,-21.192450,3.131884
115.189480,-21.081940,3.131890
115.182260,-21.192440,3.131898
115.179800,-21.202070,3.132028
115.172290,-21.227840,3.132323
115.171570,-21.228630,3.132752
115.176380,-21.219580,3.132894
115.188490,-21.126160,3.132956
115.177420,-21.196580,3.133273
115.177040,-21.217710,3.133547
115.190600,-21.148860,3.133578
115.188750,-21.148780,3.133586
115.187120,-21.135410,3.133708
115.181720,-21.190550,3.133722
115.170540,-21.229960,3.133736
115.189080,-21.175190,3.133800
115.188320,-21.127820,3.133803
115.170450,-21.229950,3.134033
115.185750,-21.181700,3.134438
115.188180,-21.146670,3.134822
115.188090,-21.146770,3.135069
115.179150,-21.200220,3.135072
115.191160,-21.042400,3.135214
115.188030,-21.129510,3.135220
115.195430,-21.006260,3.135344
115.187890,-21.163920,3.135357
115.187990,-21.127880,3.135398
115.195440,-21.005170,3.135544
115.187380,-21.137290,3.135547
115.187650,-21.086480,3.135597
115.195300,-21.008530,3.135631
115.187180,-21.133450,3.135633
115.187850,-21.116260,3.135650
115.173720,-21.224030,3.135864
115.188030,-21.118300,3.135902
115.171410,-21.213580,3.135951
115.165880,-21.236520,3.136004
115.186620,-21.095220,3.136033
115.178090,-21.192510,3.136183
115.186940,-21.133660,3.136256
115.171540,-21.219110,3.136335
115.188070,-21.084660,3.136337
115.187930,-21.118480,3.136372
115.187730,-21.131670,3.136494
115.170410,-21.220140,3.136561
115.168670,-21.232140,3.136579
115.187790,-21.117240,3.136612
115.182500,-21.186720,3.136640
115.170730,-21.204350,3.136906
115.190300,-21.044010,3.137069
115.187690,-21.117370,3.137079
115.187380,-21.170460,3.137188
115.191760,-21.020740,3.137296
115.186860,-21.087530,3.137810
115.167660,-21.208530,3.137867
115.171650,-21.219880,3.137943
115.170470,-21.228020,3.137994
115.186910,-21.137330,3.138034
115.186110,-21.089330,3.138067
115.170410,-21.228030,3.138153
115.169200,-21.230150,3.138158
115.171880,-21.219970,3.138170
115.188080,-21.143370,3.138181
115.187490,-21.175300,3.138288
115.186930,-21.171400,3.138333
115.185130,-21.106580,3.138350
115.172220,-21.204380,3.138354
115.177700,-21.198320,3.138625
115.186040,-21.093310,3.138662
115.168890,-21.204430,3.138731
115.189200,-21.032810,3.138765
115.188940,-21.154330,3.138860
115.167740,-21.206810,3.138895
115.187010,-21.146730,3.138924
115.165250,-21.224850,3.138927
115.181170,-21.187310,3.139157
115.171240,-21.210810,3.139184
115.170590,-21.202760,3.139242
115.170730,-21.202430,3.139391
115.187140,-21.126040,3.139482
115.186810,-21.146730,3.139674
115.175580,-21.239380,3.139692
115.171560,-21.225540,3.139788
115.186560,-21.176140,3.140167
115.186140,-21.088320,3.140212
115.177140,-21.192550,3.140277
115.172620,-21.202620,3.140374
115.167400,-21.220310,3.140391
115.189240,-21.044980,3.140486
115.182870,-21.184810,3.140516
115.171170,-21.207960,3.140527
115.177070,-21.192510,3.140564
115.164890,-21.226730,3.140574
115.164910,-21.226720,3.140580
115.186540,-21.174250,3.140599
115.169230,-21.202800,3.140607
115.166750,-21.224490,3.140832
115.186860,-21.129450,3.140836
115.172720,-21.202580,3.140842
115.164660,-21.236710,3.140947
115.168710,-21.228170,3.141045
115.166790,-21.224610,3.141120
115.176660,-21.204050,3.141198
115.189290,-21.043880,3.141294
115.167340,-21.204500,3.141308
115.168790,-21.202950,3.141385
115.168530,-21.228230,3.141420
115.170560,-21.226010,3.141456
115.186730,-21.127730,3.141472
115.164540,-21.236670,3.141541
115.170390,-21.226020,3.141621
115.189850,-21.029940,3.141653
115.186510,-21.116200,3.141740
115.167660,-21.224570,3.141765
115.169500,-21.224500,3.141830
115.185710,-21.133500,3.141928
115.189080,-21.044010,3.141942
115.178130,-21.190690,3.141999
115.166380,-21.226550,3.142001
115.185930,-21.113350,3.142005
115.168040,-21.230330,3.142128
115.167530,-21.231380,3.142280
115.163440,-21.226820,3.142304
115.186530,-21.127900,3.142431
115.163450,-21.226680,3.142433
115.186490,-21.131540,3.142463
115.173510,-21.204150,3.142592
115.169050,-21.226330,3.142761
115.187350,-21.154480,3.143031
115.186270,-21.131700,3.143100
115.186620,-21.085310,3.143118
115.173600,-21.204180,3.143126
115.163720,-21.228890,3.143161
115.167730,-21.229370,3.143205
115.163750,-21.228910,3.143242
115.186400,-21.086260,3.143288
115.184760,-21.135160,3.143578
115.178250,-21.202170,3.143593
115.167540,-21.226560,3.143636
115.167680,-21.226540,3.143669
115.167650,-21.227540,3.143873
115.186270,-21.086310,3.143959
115.167120,-21.228490,3.144092
115.163770,-21.224850,3.144123
115.166900,-21.228460,3.144239
115.163620,-21.224970,3.144367
115.167840,-21.202910,3.144379
115.161760,-21.230160,3.144459
115.167770,-21.202830,3.144624
115.165280,-21.228790,3.144667
115.178090,-21.201990,3.144739
115.162060,-21.227960,3.144749
115.190740,-21.019490,3.144758
115.179850,-21.186760,3.144883
115.185570,-21.137420,3.144945
115.187640,-21.077750,3.145042
115.193760,-21.012120,3.145128
115.161840,-21.229150,3.145174
115.160640,-21.230820,3.145183
115.161720,-21.229090,3.145208
115.160690,-21.230930,3.145274
115.178130,-21.188720,3.145358
115.164460,-21.208810,3.145374
115.165630,-21.230480,3.145435
115.165550,-21.230570,3.145554
115.162660,-21.230980,3.145716
115.159580,-21.235190,3.145727
115.190970,-21.017680,3.145783
115.188320,-21.042720,3.145823
115.158750,-21.233330,3.145853
115.185580,-21.087270,3.145901
115.164220,-21.230720,3.145916
115.185440,-21.115300,3.146002
115.185170,-21.152600,3.146073
115.160920,-21.235020,3.146114
115.161130,-21.234970,3.146181
115.170870,-21.199570,3.146546
115.181150,-21.184500,3.146696
115.165920,-21.204510,3.146713
115.187330,-21.045550,3.146941
115.162300,-21.234870,3.147082
