lon,lat,stage
115.112638,-21.629190,4.106915
115.112632,-21.629198,4.107080
115.112624,-21.629207,4.107194
115.112590,-21.629247,4.107478
115.112598,-21.629238,4.107509
115.112606,-21.629229,4.107538
115.113079,-21.629264,4.134412
115.113069,-21.629275,4.134585
115.113062,-21.629283,4.134729
115.113053,-21.629291,4.134763
115.113040,-21.629305,4.134909
115.113031,-21.629314,4.134979
114.946750,-21.430470,4.151042
114.767450,-21.515160,4.153463
115.113574,-21.629523,4.174570
115.113567,-21.629533,4.174972
115.113559,-21.629542,4.175286
115.113548,-21.629552,4.175562
115.113538,-21.629560,4.175760
115.113529,-21.629566,4.175844
115.113515,-21.629575,4.175980
115.114046,-21.629674,4.202413
115.114034,-21.629686,4.202633
115.114026,-21.629694,4.202762
115.114005,-21.629716,4.202793
115.114015,-21.629705,4.202795
115.113997,-21.629725,4.202847
115.113987,-21.629734,4.202858
115.107952,-21.628897,4.205257
115.107956,-21.628909,4.205564
115.114368,-21.630002,4.227832
115.114360,-21.630010,4.227909
115.114338,-21.630027,4.227936
115.114348,-21.630020,4.227946
115.114328,-21.630035,4.227960
115.114940,-21.630102,4.248071
115.114949,-21.630095,4.248079
115.114931,-21.630110,4.248126
115.114783,-21.630232,4.249776
115.115359,-21.630323,4.273738
115.115343,-21.630335,4.274206
115.115332,-21.630344,4.274550
115.115325,-21.630350,4.274784
115.115309,-21.630364,4.275313
115.115300,-21.630372,4.275644
115.115288,-21.630383,4.276124
115.115279,-21.630391,4.276455
115.115270,-21.630400,4.276848
115.115262,-21.630408,4.277204
115.115251,-21.630419,4.277670
115.107048,-21.629136,4.291657
115.115843,-21.630451,4.293869
115.115832,-21.630460,4.294183
115.115824,-21.630468,4.294514
115.115814,-21.630479,4.294949
115.115805,-21.630487,4.295259
115.115793,-21.630499,4.295792
115.115602,-21.630795,4.310636
115.115593,-21.630804,4.310935
115.115583,-21.630812,4.311139
115.115574,-21.630820,4.311336
115.115564,-21.630829,4.311582
115.115555,-21.630837,4.311796
115.116237,-21.630698,4.317186
115.116065,-21.630928,4.326410
115.116057,-21.630938,4.326902
115.116050,-21.630948,4.327363
115.116043,-21.630958,4.327829
115.116036,-21.630967,4.328252
115.116027,-21.630978,4.328762
115.116022,-21.630986,4.329155
115.116676,-21.630998,4.340016
115.116668,-21.631007,4.340495
115.116660,-21.631016,4.341019
115.116652,-21.631025,4.341449
115.116642,-21.631037,4.341948
115.106212,-21.629254,4.351078
115.106218,-21.629269,4.352350
115.106223,-21.629279,4.353154
115.116296,-21.631372,4.357064
115.106032,-21.629320,4.366918
115.106037,-21.629329,4.367599
115.106045,-21.629342,4.368603
115.106050,-21.629352,4.369335
115.105236,-21.629611,4.421068
115.105241,-21.629627,4.422918
115.105244,-21.629637,4.424131
115.105249,-21.629649,4.425666
115.105253,-21.629667,4.427779
115.105258,-21.629683,4.429787
115.105262,-21.629699,4.431803
115.105268,-21.629716,4.433818
115.117463,-21.632691,4.541390
115.117451,-21.632697,4.542787
115.117442,-21.632702,4.543805
115.117428,-21.632710,4.545602
115.117416,-21.632716,4.547019
115.117406,-21.632721,4.548230
115.117395,-21.632727,4.549660
115.117384,-21.632733,4.550918
115.117374,-21.632738,4.552143
115.117358,-21.632747,4.554210
115.117347,-21.632752,4.555486
115.117335,-21.632758,4.556951
115.117325,-21.632764,4.558383
115.117314,-21.632771,4.559822
115.117303,-21.632777,4.561267
115.117294,-21.632783,4.562679
115.117282,-21.632790,4.564323
115.117272,-21.632796,4.565747
115.117259,-21.632803,4.567485
115.117247,-21.632810,4.569004
115.117236,-21.632816,4.570488
115.117226,-21.632821,4.571789
115.124860,-21.626790,4.572115
115.117212,-21.632829,4.573749
115.103370,-21.630561,4.574215
115.103379,-21.630567,4.574595
115.103391,-21.630576,4.575077
115.103399,-21.630581,4.575376
115.117198,-21.632837,4.575678
115.103410,-21.630589,4.575804
115.103419,-21.630596,4.576261
115.103430,-21.630604,4.576786
115.117188,-21.632842,4.577040
115.103439,-21.630611,4.577251
115.103450,-21.630621,4.577875
115.117179,-21.632848,4.578474
115.117167,-21.632856,4.580191
115.117156,-21.632862,4.581722
115.117147,-21.632869,4.583367
115.117137,-21.632875,4.584867
115.102350,-21.630950,4.623019
115.102361,-21.630958,4.623653
115.102372,-21.630964,4.624189
115.102383,-21.630971,4.624733
115.102394,-21.630975,4.625091
115.102406,-21.630980,4.625449
115.102417,-21.630984,4.625717
115.102429,-21.630987,4.625985
115.102440,-21.630992,4.626343
115.102454,-21.630997,4.626686
115.102465,-21.631000,4.626955
115.102475,-21.631004,4.627238
115.102489,-21.631012,4.627844
115.102500,-21.631018,4.628388
115.102511,-21.631024,4.628933
115.102520,-21.631032,4.629576
115.102528,-21.631039,4.630234
115.102537,-21.631048,4.631057
115.102544,-21.631056,4.631812
115.102553,-21.631066,4.632732
115.102559,-21.631076,4.633667
115.102566,-21.631086,4.634602
115.102572,-21.631096,4.635537
115.102578,-21.631106,4.636480
115.102585,-21.631117,4.637506
115.102592,-21.631128,4.638523
115.102600,-21.631140,4.639631
115.102606,-21.631149,4.640477
115.102613,-21.631160,4.641503
115.102619,-21.631169,4.642356
115.102625,-21.631179,4.643293
115.102635,-21.631189,4.644207
115.102656,-21.631212,4.646281
115.100306,-21.631650,4.691957
115.100295,-21.631655,4.692174
115.100284,-21.631659,4.692390
115.100272,-21.631664,4.692648
115.100260,-21.631669,4.692850
115.100250,-21.631673,4.693070
115.100238,-21.631678,4.693322
115.100225,-21.631684,4.693579
115.100214,-21.631688,4.693867
115.100203,-21.631693,4.694159
115.100190,-21.631699,4.694580
115.100180,-21.631704,4.694944
115.100167,-21.631709,4.695308
115.100155,-21.631715,4.695743
115.100143,-21.631721,4.696115
115.100131,-21.631726,4.696492
115.100120,-21.631731,4.696875
115.100111,-21.631736,4.697195
115.100098,-21.631741,4.697581
115.100085,-21.631745,4.697904
115.100076,-21.631749,4.698165
115.100062,-21.631754,4.698562
115.100050,-21.631758,4.698826
115.100040,-21.631761,4.699094
115.100026,-21.631765,4.699432
115.100014,-21.631769,4.699705
115.100004,-21.631772,4.699980
115.099990,-21.631777,4.700327
115.099979,-21.631780,4.700607
115.099968,-21.631784,4.700890
115.099954,-21.631789,4.701318
115.102004,-21.631766,4.701575
115.099944,-21.631793,4.701677
115.099930,-21.631799,4.702178
115.101991,-21.631773,4.702294
115.099919,-21.631804,4.702689
115.099902,-21.631812,4.703454
115.099890,-21.631817,4.703963
115.099878,-21.631822,4.704472
115.101965,-21.631797,4.704511
115.099867,-21.631828,4.704979
115.101958,-21.631810,4.705740
115.099846,-21.631837,4.705907
115.099834,-21.631842,4.706327
115.099823,-21.631846,4.706748
115.099810,-21.631852,4.707251
115.099797,-21.631856,4.707670
115.099785,-21.631859,4.708004
115.099648,-21.631888,4.708010
115.099625,-21.631895,4.708086
115.099614,-21.631900,4.708197
115.099775,-21.631863,4.708338
115.099603,-21.631905,4.708394
115.099763,-21.631866,4.708672
115.099752,-21.631869,4.708921
115.099730,-21.631874,4.709104
115.099742,-21.631872,4.709170
115.101972,-21.631849,4.709261
115.101980,-21.631857,4.709971
115.099493,-21.631975,4.711996
115.099488,-21.631984,4.712720
115.099483,-21.631994,4.713532
115.127890,-21.628460,4.767823
115.134470,-21.616660,4.885691
115.129420,-21.628130,4.979508
115.131390,-21.627900,5.113859
115.132740,-21.627830,5.165589
115.138720,-21.618080,5.248704
115.148090,-21.617780,5.273331
115.136710,-21.623160,5.318162
115.144250,-21.618120,5.346032
115.140760,-21.622940,5.598296
